matricula,admissão,cargo,observacoes3,desc_situacao,na_compra,titulo_do_cargo,empresa,sindicato
35019,,,,Trabalhando,,ANALISTA DE GESTAO DA MUDANCA III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35165,,,,Trabalhando,,ANALISTA DE SUPORTE I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33719,,,,Trabalhando,,GERENTE DE PROJETOS II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35217,,,,Trabalhando,,AGILE MASTER,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35781,,,,Trabalhando,,ASSISTENTE DE PMO,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35773,,,,Trabalhando,,ANALISTA DE DADOS I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35774,,,,Trabalhando,,ANALISTA DE DADOS I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31129,,,,Trabalhando,,ANALISTA DE SUPORTE II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33337,,,,Trabalhando,,ANALISTA DE SUPORTE III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
27005,,,,Trabalhando,,CONSULTOR FUNCIONAL SAP III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33919,,,,Trabalhando,,CONSULTOR FUNCIONAL SAP III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34156,,,,Trabalhando,,CONSULTOR FUNCIONAL SAP III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34165,,,,Trabalhando,,CONSULTOR FUNCIONAL SAP III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35741,,,,Trabalhando,,COORDENADOR DE OPERACOES III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34167,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34168,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
32033,,,,Trabalhando,,ANALISTA ADMINISTRATIVO II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
30530,,,,Trabalhando,,CONSULTOR TECNICO SAP III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34166,,,,Trabalhando,,CONSULTOR TECNICO SAP III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31509,,,,Trabalhando,,ANALISTA DE DADOS I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34680,,,,Trabalhando,,ANALISTA DE INFRAESTRUTURA DE TI III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33619,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
25670,,,,Trabalhando,,CONSULTOR ESPECIALISTA TECNICO SAP,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
32805,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34432,,,,Trabalhando,,COORDENADOR DE OPERACOES I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34418,,,,Trabalhando,,ANALISTA CONTABIL-FISCAL I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34610,,,,Trabalhando,,ANALISTA CONTABIL-FISCAL I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34651,,,,Trabalhando,,ANALISTA CONTABIL-FISCAL I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35152,,,,Trabalhando,,ANALISTA CONTABIL-FISCAL I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35683,,,,Trabalhando,,ANALISTA CONTABIL-FISCAL I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35062,,,,Trabalhando,,ANALISTA CONTABIL-FISCAL II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35064,,,,Trabalhando,,ANALISTA CONTABIL-FISCAL III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35046,,,,Trabalhando,,LIDER DE BPO,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
32055,,,,Trabalhando,,ANALISTA DE EXCELENCIA OPERACIONAL III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33945,,,,Trabalhando,,ANALISTA DE SUPORTE II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34374,,,,Trabalhando,,GERENTE DE OPERACOES I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33638,,,,Trabalhando,,GERENTE DE ARQUITETURA E GOVERNANCA,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33160,,,,Trabalhando,,CONSULTOR FUNCIONAL SAP II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31007,,,,Férias,,DESENVOLVEDOR II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34452,,,,Trabalhando,,ANALISTA DE DADOS III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
27059,,,,Trabalhando,,ANALISTA DE DADOS III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31746,,,,Trabalhando,,TECH RECRUITER III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35027,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31701,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34598,,,,Trabalhando,,PRODUCT MANAGER II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
26174,,,,Férias,,CONSULTOR TECNICO SAP III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
25614,,,,Trabalhando,,PRODUCT OWNER II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31698,,,,Trabalhando,,CONSULTOR FUNCIONAL SAP III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
32903,,,,Trabalhando,,ENGENHEIRO DE DADOS I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
24316,,,,Trabalhando,,ARQUITETO DE SOFTWARE II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
32020,,,,Trabalhando,,DESIGNER UX/UI II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
30621,,,,Trabalhando,,DESIGNER UX/UI III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
25330,,,,Férias,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35688,,,,Trabalhando,,PRODUCT MANAGER I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35014,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
26702,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31033,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
30039,,,,Trabalhando,,GERENTE DE PROJETOS II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31302,,,,Trabalhando,,ANALISTA DE SUPORTE I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
30146,,,,Trabalhando,,CONSULTOR FUNCIONAL SAP III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35134,,,,Trabalhando,,CONSULTOR FUNCIONAL SAP III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35753,,,,Trabalhando,,COORDENADOR DE OPERACOES III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
30320,,,,Trabalhando,,COORDENADOR DE OPERACOES I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33505,,,,Trabalhando,,GERENTE DE OPERACOES II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34634,,,,Trabalhando,,DELIVERY MANAGER,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34235,,,,Trabalhando,,LIDER DE SAP,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
27198,,,,Trabalhando,,ANALISTA CONTABIL-FISCAL I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
32880,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34144,,,,Trabalhando,,CONSULTOR DE IMPLEMENTACAO II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
32266,,,,Trabalhando,,TECH RECRUITER II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
34871,,,,Férias,,ASSISTENTE DE COMUNICACAO E MARKETING,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
35425,,,,Trabalhando,,PRODUCT OWNER III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
26578,,,,Trabalhando,,AGILE COACH I,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
26781,,,,Férias,,AGILE COACH II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
33849,,,,Trabalhando,,ENTERPRISE AGILE COACH,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
32016,,,,Trabalhando,,AGILE MASTER,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
35657,,,,Trabalhando,,AGILE MASTER,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
35707,,,,Trabalhando,,AGILE MASTER,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
34926,,,,Trabalhando,,AGILE MASTER,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
35030,,,,Trabalhando,,AGILE MASTER,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
35522,,,,Trabalhando,,AGILE MASTER,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
35523,,,,Trabalhando,,AGILE MASTER,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
35775,,,,Trabalhando,,DESIGNER UX/UI II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
33720,,,,Trabalhando,,AGILE MASTER,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
34039,,,,Trabalhando,,DESENVOLVEDOR DE RPA II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
34898,,,,Trabalhando,,AGILE MASTER,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
32331,,,,Trabalhando,,DESIGNER UX/UI III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
34747,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
29107,,,,Trabalhando,,EXECUTIVO DE CONTAS I,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
31847,,,,Trabalhando,,ANALISTA DE NEGOCIOS I,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
25583,,,,Trabalhando,,ANALISTA DE SISTEMAS E NEGOCIOS III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
35466,,,,Trabalhando,,ANALISTA DE SUPORTE I,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
32812,,,,Trabalhando,,ANALISTA DE SUPORTE II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
32056,,,,Trabalhando,,COORDENADOR DE OPERACOES I,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
28976,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
31093,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
31012,,,,Trabalhando,,ANALISTA DEVSECOPS II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
25310,,,,Férias,,ESPECIALISTA DE DADOS I,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
35595,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
26307,,,,Trabalhando,,ANALISTA DE INFRAESTRUTURA DE TI II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
34716,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
33394,,,,Trabalhando,,DESENVOLVEDOR DE RPA I,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
31100,,,,Trabalhando,,DESENVOLVEDOR DE RPA II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
34246,,,,Trabalhando,,ANALISTA DEVSECOPS III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
30685,,,,Trabalhando,,DESIGNER UX/UI III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
30719,,,,Trabalhando,,DEVELOPER III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
34694,,,,Trabalhando,,CONSULTOR FUNCIONAL SAP III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
31831,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
32472,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
31171,,,,Trabalhando,,ANALISTA DE PMO III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
34532,,,,Trabalhando,,ANALISTA DE SISTEMAS E NEGOCIOS II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
23836,,,,Trabalhando,,GERENTE DE OPERACOES I,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
35714,,,,Trabalhando,,ANALISTA DE DADOS III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
34296,,,,Férias,,ANALISTA DEVSECOPS III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
34646,,,,Trabalhando,,ANALISTA DEVSECOPS III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
34845,,,,Trabalhando,,ANALISTA DEVSECOPS III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
33137,,,,Trabalhando,,TECH LEAD II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
32273,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
34419,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
31315,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
31905,,,,Trabalhando,,CONSULTOR FUNCIONAL SAP III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
31255,,,,Trabalhando,,GERENTE DE ARQUITETURA E GOVERNANCA,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
33502,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
32803,,,,Férias,,ANALISTA DE SEGURANCA DA INFORMACAO II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
32760,,,,Trabalhando,,ANALISTA DE SUPORTE II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
32449,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
33867,,,,Trabalhando,,ASSISTENTE ADMINISTRATIVO,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
24490,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
25379,,,,Trabalhando,,TECH LEAD I,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
33535,,,,Trabalhando,,ANALISTA DE DADOS II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
33847,,,,Trabalhando,,ANALISTA DE DADOS II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
34848,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
30083,,,,Trabalhando,,ANALISTA DE SISTEMAS E NEGOCIOS II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
31956,,,,Trabalhando,,COORDENADOR DE OPERACOES I,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
34815,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
33538,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
34931,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
35112,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
33605,,,,Trabalhando,,DESENVOLVEDOR DE RPA II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
31077,,,,Férias,,ANALISTA DE DADOS III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
33734,,,,Trabalhando,,ANALISTA DE PROCESSOS II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
32776,,,,Trabalhando,,CONSULTOR FUNCIONAL SAP II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
32974,,,,Trabalhando,,AGILE MASTER,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
34453,,,,Trabalhando,,CIENTISTA DE DADOS ESPECIALISTA II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
31800,,,,Trabalhando,,AGILE MASTER,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
32764,,,,Trabalhando,,DESIGNER UX/UI III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
30859,,,,Trabalhando,,GERENTE DE OPERACOES II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
32767,,,,Trabalhando,,ANALISTA DE SEGURANCA DA INFORMACAO II,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
32672,,,,Férias,,AGILE MASTER,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
31413,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
31672,,,,Trabalhando,,TECH RECRUITER I,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
29968,,,,Trabalhando,,CONSULTOR FUNCIONAL SAP III,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
31436,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
32916,,,,Trabalhando,,ANALISTA DE SUPORTE I,1410.0,SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO
