matricula,admissão,cargo,observacoes3,desc_situacao,na_compra,titulo_do_cargo,empresa,sindicato
34936,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34770,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35054,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35055,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34775,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33629,,,,Trabalhando,,ANALISTA DE DADOS I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34249,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35002,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35114,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
30411,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
31403,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34765,,,,Trabalhando,,ANALISTA DE NEGOCIOS I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34831,,,,Trabalhando,,ANALISTA DE NEGOCIOS I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35029,,,,Trabalhando,,ANALISTA DE PMO I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34192,,,,Trabalhando,,ANALISTA DE SISTEMAS E NEGOCIOS I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34218,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
32133,,,,Trabalhando,,ANALISTA PRODUTOS I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
27774,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
29106,,,,Trabalhando,,COORDENADOR DE SISTEMAS,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34654,,,,Trabalhando,,DELIVERY MANAGER,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35596,,,,Trabalhando,,ANALISTA DE SUPORTE I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
31438,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
32855,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34359,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33363,,,,Trabalhando,,GERENTE DE PROJETOS II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34504,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34210,,,,Trabalhando,,ANALISTA DE PROCESSOS I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
31564,,,,Trabalhando,,ANALISTA DE SISTEMAS E NEGOCIOS III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
32622,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33418,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34311,,,,Férias,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34838,,,,Trabalhando,,ESPECIALISTA DE RPA I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35035,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35181,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34985,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34422,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
30278,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33479,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33589,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
32423,,,,Férias,,ANALISTA DE DADOS III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34916,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
29956,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34092,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
30623,,,,Férias,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
30861,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
31643,,,,Trabalhando,,TECH LEAD I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
32639,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34245,,,,Férias,,ANALISTA DE QUALIDADE DE SOFTWARE II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
31840,,,,Férias,,DEVELOPER III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33034,,,,Trabalhando,,CONSULTOR DE IMPLEMENTACAO III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35577,,,,Trabalhando,,ADVOGADO II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35615,,,,Trabalhando,,COORDENADOR DE OPERACOES I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35036,,,,Trabalhando,,DESIGNER UX/UI II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
31319,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
29978,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
31660,,,,Trabalhando,,CONSULTOR DE IMPLEMENTACAO II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
26805,,,,Trabalhando,,CONSULTOR DE IMPLEMENTACAO III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
31293,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33654,,,,Trabalhando,,ANALISTA DE SISTEMAS E NEGOCIOS II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34112,,,,Trabalhando,,ANALISTA DE SUPORTE I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
29097,,,,Trabalhando,,ANALISTA DE SUPORTE II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
31365,,,,Trabalhando,,DEVELOPER III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
32205,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33416,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
31845,,,,Trabalhando,,ANALISTA DE SUPORTE II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
31649,,,,Férias,,ANALISTA DE SUPORTE II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35674,,,,Trabalhando,,GERENTE DE SERVICOS SENIOR,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35701,,,,Trabalhando,,GERENTE DE SERVICOS SENIOR,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33794,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34492,,,,Férias,,CONSULTOR TECNICO SAP III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35170,,,,Trabalhando,,CONSULTOR TECNICO SAP III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
32662,,,,Trabalhando,,DEVELOPER III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
30739,,,,Férias,,DESIGNER UX/UI I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
31460,,,,Trabalhando,,TECH RECRUITER II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
31514,,,,Trabalhando,,TECH RECRUITER II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35654,,,,Trabalhando,,ASSISTENTE ADMINISTRATIVO,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
25609,,,,Trabalhando,,ANALISTA DE ADMINISTRACAO DE PESSOAS I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
27732,,,,Trabalhando,,ANALISTA DE ADMINISTRACAO DE PESSOAS I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33040,,,,Trabalhando,,COORDENADOR DE GESTAO DA MUDANCA,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35653,,,,Trabalhando,,ADVOGADO III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34764,,,,Trabalhando,,ARQUITETO CORPORATIVO III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31968,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35369,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34820,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33858,,,,Trabalhando,,SDR II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34415,,,,Trabalhando,,SDR II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34466,,,,Trabalhando,,SDR II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35219,,,,Trabalhando,,SDR II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
28927,,,,Férias,,GERENTE DE GERACAO DE DEMANDAS,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35239,,,,Trabalhando,,COORDENADOR DE OPERACOES I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
32957,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35736,,,,Trabalhando,,ARQUITETO DE INFRAESTRUTURA DE TI II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
26210,,,,Férias,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
26268,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
26095,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
27212,,,,Trabalhando,,ARQUITETO DE SOLUCOES III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
29037,,,,Trabalhando,,ANALISTA DE PMO III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34239,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33881,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33818,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33816,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
26161,,,,Trabalhando,,ARQUITETO DE SOFTWARE I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
26042,,,,Férias,,ARQUITETO DE SOFTWARE III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
26084,,,,Trabalhando,,ARQUITETO DE SOFTWARE III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34238,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31154,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33392,,,,Trabalhando,,GERENTE DE PROJETOS II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34228,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34945,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
30572,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31614,,,,Trabalhando,,ANALISTA DE NEGOCIOS I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
25290,,,,Trabalhando,,EXECUTIVO DE CONTAS III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34361,,,,Trabalhando,,AGILE MASTER,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31022,,,,Trabalhando,,CONSULTOR FUNCIONAL SAP II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31938,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34556,,,,Férias,,DESENVOLVEDOR I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34889,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31301,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31611,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
30373,,,,Trabalhando,,ANALISTA DE SISTEMAS E NEGOCIOS II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
32563,,,,Trabalhando,,ANALISTA DE SISTEMAS E NEGOCIOS III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31113,,,,Trabalhando,,ANALISTA DE SUPORTE II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33083,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
32118,,,,Trabalhando,,ENGENHEIRO DE DADOS III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
26876,,,,Trabalhando,,ANALISTA DE DADOS III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31465,,,,Trabalhando,,EXECUTIVO DE CONTAS I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31757,,,,Trabalhando,,ANALISTA DE NEGOCIOS I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34032,,,,Trabalhando,,TRAINEE COMERCIAL,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
25342,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
32265,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35605,,,,Trabalhando,,COORDENADOR DE OPERACOES I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33753,,,,Férias,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34737,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
34360,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33766,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
30483,,,,Trabalhando,,ARQUITETO DE SOLUCOES III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31574,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
32267,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33427,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
32008,,,,Férias,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33585,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
33223,,,,Trabalhando,,ANALISTA DE SUPORTE I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
35123,,,,Trabalhando,,ANALISTA DE SUPORTE I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
32032,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
32067,,,,Trabalhando,,ANALISTA DEVSECOPS III,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
31704,,,,Trabalhando,,ANALISTA DE SUPORTE I,1410.0,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA
